Year,Entity,Life expectancy
1906,Russia,31.972534
1907,Russia,33.645432
1908,Russia,33.645432
1909,Russia,32.358517
1910,Russia,31.402178
1911,Russia,35.088634
1912,Russia,35.512234
1913,Russia,33.343979
1914,Russia,33
1915,Russia,31.5
1916,Russia,31.5
1917,Russia,29
1918,Russia,23
1919,Russia,25
1920,Russia,20.5
1921,Russia,23.799999
1922,Russia,24.700001
1923,Russia,33.599998
1924,Russia,36.099998
1925,Russia,35.200001
1926,Russia,38.400002
1927,Russia,37.5
1928,Russia,38.900002
1929,Russia,37.400002
1930,Russia,36.5
1931,Russia,35
1932,Russia,32.799999
1933,Russia,17.35
1934,Russia,38.200001
1935,Russia,39.599998
1936,Russia,41.099998
1937,Russia,39.900002
1938,Russia,41.400002
1939,Russia,43.599998
1940,Russia,41.200001
1941,Russia,23
1942,Russia,18
1943,Russia,16
1944,Russia,27
1945,Russia,34
1946,Russia,46.099998
1947,Russia,40.400002
1948,Russia,52.200001
1949,Russia,55
1950,Russia,57.299999
1951,Russia,57.799999
1952,Russia,58.200001
1953,Russia,59
1954,Russia,61
1955,Russia,63.400002
1956,Russia,64.900002
1957,Russia,64
1958,Russia,66.900002
1959,Russia,67.650002
1960,Russia,68.669998
1961,Russia,68.919998
1962,Russia,68.580002
1963,Russia,69.050003
1964,Russia,69.849998
1965,Russia,69.440002
1966,Russia,69.510002
1967,Russia,69.300003
1968,Russia,69.260002
1969,Russia,68.739998
1970,Russia,68.860001
1971,Russia,69.120003
1972,Russia,69.019997
1973,Russia,69
1974,Russia,68.989998
1975,Russia,68.349998
1976,Russia,68.099998
1977,Russia,67.970001
1978,Russia,68.010002
1979,Russia,67.730003
1980,Russia,67.699997
1981,Russia,67.919998
1982,Russia,68.379997
1983,Russia,68.150002
1984,Russia,67.669998
1985,Russia,68.330002
1986,Russia,69.949997
1987,Russia,69.959999
1988,Russia,69.809998
1989,Russia,69.730003
1990,Russia,69.169998
1991,Russia,68.959999
1992,Russia,67.75
1993,Russia,65.129997
1994,Russia,63.75
1995,Russia,64.339996
1996,Russia,65.629997
1997,Russia,66.800003
1998,Russia,67.089996
1999,Russia,65.870003
2000,Russia,65.279999
2001,Russia,65.279999
2002,Russia,65.129997
2003,Russia,65.18
2004,Russia,65.459999
2005,Russia,65.610001
2006,Russia,66.849998
2007,Russia,67.559998
2008,Russia,67.870003
2009,Russia,68.849998
2010,Russia,69.220001
2011,Russia,69.860001
2012,Russia,70.449997
2013,Russia,70.760002
2014,Russia,70.860001
2015,Russia,70.830002
2016,Russia,70.870003
1800,Spain,29.5
1801,Spain,29.5
1802,Spain,29.5
1803,Spain,29.5
1804,Spain,29.5
1805,Spain,29.5
1806,Spain,29.5
1807,Spain,29.5
1808,Spain,29.5
1809,Spain,29.5
1810,Spain,29.5
1811,Spain,29.5
1812,Spain,29.5
1813,Spain,29.5
1814,Spain,29.5
1815,Spain,29.5
1816,Spain,29.5
1817,Spain,29.5
1818,Spain,29.5
1819,Spain,29.5
1820,Spain,29.5
1821,Spain,29.5
1822,Spain,29.5
1823,Spain,29.5
1824,Spain,29.5
1825,Spain,29.5
1826,Spain,29.5
1827,Spain,29.5
1828,Spain,29.5
1829,Spain,29.5
1830,Spain,29.5
1831,Spain,29.5
1832,Spain,29.5
1833,Spain,29.5
1834,Spain,29.5
1835,Spain,29.5
1836,Spain,29.5
1837,Spain,29.5
1838,Spain,29.5
1839,Spain,29.5
1840,Spain,29.5
1841,Spain,29.5
1842,Spain,29.5
1843,Spain,29.5
1844,Spain,29.5
1845,Spain,29.5
1846,Spain,29.5
1847,Spain,29.5
1848,Spain,29.5
1849,Spain,29.5
1850,Spain,29.5
1851,Spain,29.5
1852,Spain,29.5
1853,Spain,29.5
1854,Spain,29.5
1855,Spain,29.5
1856,Spain,29.5
1857,Spain,29.5
1858,Spain,29.5
1859,Spain,29.5
1860,Spain,29.5
1861,Spain,29.5
1862,Spain,29.5
1863,Spain,29.5
1864,Spain,29.5
1865,Spain,29.5
1866,Spain,29.5
1867,Spain,29.5
1868,Spain,29.5
1869,Spain,29.5
1870,Spain,29.5
1871,Spain,29.5
1872,Spain,29.5
1873,Spain,29.5
1874,Spain,29.5
1875,Spain,29.5
1876,Spain,29.5
1877,Spain,29.5
1878,Spain,29.5
1879,Spain,29.5
1880,Spain,29.5
1881,Spain,29.5
1882,Spain,29.5
1883,Spain,29.76
1884,Spain,30.02
1885,Spain,30.280001
1886,Spain,30.540001
1887,Spain,30.799999
1888,Spain,31.059999
1889,Spain,31.32
1890,Spain,31.58
1891,Spain,31.84
1892,Spain,32.099998
1893,Spain,32.4375
1894,Spain,32.775002
1895,Spain,33.112499
1896,Spain,33.450001
1897,Spain,33.787498
1898,Spain,34.125
1899,Spain,34.462502
1900,Spain,34.799999
1901,Spain,35.631248
1902,Spain,36.462502
1903,Spain,37.293751
1904,Spain,38.125
1905,Spain,38.956249
1906,Spain,39.787498
1907,Spain,40.618752
1908,Spain,41.450001
1909,Spain,41.060001
1910,Spain,40.919998
1911,Spain,39.799999
1912,Spain,43.529999
1913,Spain,42.560001
1914,Spain,42.84
1915,Spain,43.049999
1916,Spain,43.98
1917,Spain,42.630001
1918,Spain,30.290001
1919,Spain,41.119999
1920,Spain,39.310001
1921,Spain,42.029999
1922,Spain,44.209999
1923,Spain,44.75
1924,Spain,46.299999
1925,Spain,46.950001
1926,Spain,47.759998
1927,Spain,48.490002
1928,Spain,48.669998
1929,Spain,49.490002
1930,Spain,49.34
1931,Spain,49.25
1932,Spain,51.200001
1933,Spain,51.599998
1934,Spain,52.240002
1935,Spain,52.720001
1936,Spain,50.900002
1937,Spain,47.220001
1938,Spain,47.529999
1939,Spain,47.09
1940,Spain,48.389999
1941,Spain,47.16
1942,Spain,52.48
1943,Spain,54.849998
1944,Spain,56.25
1945,Spain,57.84
1946,Spain,57.57
1947,Spain,59.330002
1948,Spain,61.27
1949,Spain,61.02
1950,Spain,61.869999
1951,Spain,61.52
1952,Spain,64.940002
1953,Spain,65.809998
1954,Spain,67.010002
1955,Spain,66.779999
1956,Spain,66.82
1957,Spain,66.660004
1958,Spain,68.849998
1959,Spain,68.769997
1960,Spain,69.269997
1961,Spain,69.660004
1962,Spain,69.690002
1963,Spain,69.849998
1964,Spain,70.580002
1965,Spain,70.989998
1966,Spain,71.25
1967,Spain,71.440002
1968,Spain,71.730003
1969,Spain,71.260002
1970,Spain,72.239998
1971,Spain,71.849998
1972,Spain,73.059998
1973,Spain,72.839996
1974,Spain,73.220001
1975,Spain,73.550003
1976,Spain,73.870003
1977,Spain,74.389999
1978,Spain,74.580002
1979,Spain,75.120003
1980,Spain,75.599998
1981,Spain,75.739998
1982,Spain,76.300003
1983,Spain,76.080002
1984,Spain,76.459999
1985,Spain,76.419998
1986,Spain,76.669998
1987,Spain,76.900002
1988,Spain,76.910004
1989,Spain,76.980003
1990,Spain,77.120003
1991,Spain,77.300003
1992,Spain,77.519997
1993,Spain,77.68
1994,Spain,77.940002
1995,Spain,78.150002
1996,Spain,78.360001
1997,Spain,78.699997
1998,Spain,78.919998
1999,Spain,79.110001
2000,Spain,79.400002
2001,Spain,79.669998
2002,Spain,79.830002
2003,Spain,79.980003
2004,Spain,80.25
2005,Spain,80.480003
2006,Spain,80.830002
2007,Spain,81.07
2008,Spain,81.360001
2009,Spain,81.68
2010,Spain,81.970001
2011,Spain,82.18
2012,Spain,82.32
2013,Spain,82.629997
2014,Spain,82.839996
2015,Spain,82.910004
2016,Spain,82.970001
1800,Switzerland,38
1801,Switzerland,38
1802,Switzerland,38
1803,Switzerland,38
1804,Switzerland,38
1805,Switzerland,38
1806,Switzerland,38
1807,Switzerland,38
1808,Switzerland,38
1809,Switzerland,38
1810,Switzerland,38
1811,Switzerland,38
1812,Switzerland,38
1813,Switzerland,38
1814,Switzerland,38
1815,Switzerland,38
1816,Switzerland,38
1817,Switzerland,38
1818,Switzerland,38
1819,Switzerland,38
1820,Switzerland,38
1821,Switzerland,38
1822,Switzerland,38
1823,Switzerland,38
1824,Switzerland,38
1825,Switzerland,38
1826,Switzerland,38
1827,Switzerland,38
1828,Switzerland,38
1829,Switzerland,38
1830,Switzerland,38
1831,Switzerland,38
1832,Switzerland,38
1833,Switzerland,38
1834,Switzerland,38
1835,Switzerland,38
1836,Switzerland,38
1837,Switzerland,38
1838,Switzerland,38
1839,Switzerland,38
1840,Switzerland,38
1841,Switzerland,38
1842,Switzerland,38
1843,Switzerland,38
1844,Switzerland,38
1845,Switzerland,38
1846,Switzerland,38
1847,Switzerland,38
1848,Switzerland,38
1849,Switzerland,38
1850,Switzerland,38
1851,Switzerland,38
1852,Switzerland,38
1853,Switzerland,38
1854,Switzerland,38
1855,Switzerland,38
1856,Switzerland,38
1857,Switzerland,38
1858,Switzerland,38
1859,Switzerland,38
1860,Switzerland,38
1861,Switzerland,38
1862,Switzerland,38
1863,Switzerland,38
1864,Switzerland,38
1865,Switzerland,38
1866,Switzerland,38
1867,Switzerland,38
1868,Switzerland,38
1869,Switzerland,38
1870,Switzerland,38
1871,Switzerland,38
1872,Switzerland,38
1873,Switzerland,38
1874,Switzerland,38
1875,Switzerland,38
1876,Switzerland,40.099998
1877,Switzerland,40.009998
1878,Switzerland,40.470001
1879,Switzerland,41.810001
1880,Switzerland,42.41
1881,Switzerland,41.869999
1882,Switzerland,42.98
1883,Switzerland,44.939999
1884,Switzerland,45
1885,Switzerland,43.830002
1886,Switzerland,44.68
1887,Switzerland,45.439999
1888,Switzerland,45.970001
1889,Switzerland,45.139999
1890,Switzerland,44.950001
1891,Switzerland,44.709999
1892,Switzerland,47.23
1893,Switzerland,46.07
1894,Switzerland,45.790001
1895,Switzerland,46.84
1896,Switzerland,48.880001
1897,Switzerland,49.099998
1898,Switzerland,48.200001
1899,Switzerland,49.290001
1900,Switzerland,47.48
1901,Switzerland,48.939999
1902,Switzerland,50.41
1903,Switzerland,50.029999
1904,Switzerland,49.16
1905,Switzerland,49.669998
1906,Switzerland,50.720001
1907,Switzerland,51.189999
1908,Switzerland,52.259998
1909,Switzerland,51.610001
1910,Switzerland,52.91
1911,Switzerland,51.720001
1912,Switzerland,54.419998
1913,Switzerland,54.209999
1914,Switzerland,55.130001
1915,Switzerland,55.950001
1916,Switzerland,56.59
1917,Switzerland,55.810001
1918,Switzerland,46.299999
1919,Switzerland,54.970001
1920,Switzerland,54.380001
1921,Switzerland,57.869999
1922,Switzerland,58.5
1923,Switzerland,60.040001
1924,Switzerland,59.490002
1925,Switzerland,59.950001
1926,Switzerland,60.639999
1927,Switzerland,60.099998
1928,Switzerland,60.470001
1929,Switzerland,60.169998
1930,Switzerland,61.43
1931,Switzerland,61.240002
1932,Switzerland,61.23
1933,Switzerland,62.41
1934,Switzerland,62.889999
1935,Switzerland,62.130001
1936,Switzerland,63.18
1937,Switzerland,63.509998
1938,Switzerland,63.849998
1939,Switzerland,64.010002
1940,Switzerland,63.580002
1941,Switzerland,64.980003
1942,Switzerland,65.650002
1943,Switzerland,65.839996
1944,Switzerland,64.879997
1945,Switzerland,65.419998
1946,Switzerland,66.07
1947,Switzerland,66.260002
1948,Switzerland,67.339996
1949,Switzerland,67.970001
1950,Switzerland,68.940002
1951,Switzerland,68.709999
1952,Switzerland,69.620003
1953,Switzerland,69.529999
1954,Switzerland,70
1955,Switzerland,70.080002
1956,Switzerland,70.209999
1957,Switzerland,70.559998
1958,Switzerland,71.300003
1959,Switzerland,71.459999
1960,Switzerland,71.440002
1961,Switzerland,71.760002
1962,Switzerland,71.32
1963,Switzerland,71.309998
1964,Switzerland,72.199997
1965,Switzerland,72.330002
1966,Switzerland,72.470001
1967,Switzerland,72.769997
1968,Switzerland,72.720001
1969,Switzerland,72.730003
1970,Switzerland,73.139999
1971,Switzerland,73.260002
1972,Switzerland,73.779999
1973,Switzerland,74.080002
1974,Switzerland,74.43
1975,Switzerland,74.82
1976,Switzerland,74.940002
1977,Switzerland,75.389999
1978,Switzerland,75.339996
1979,Switzerland,75.639999
1980,Switzerland,75.639999
1981,Switzerland,75.870003
1982,Switzerland,76.209999
1983,Switzerland,76.220001
1984,Switzerland,76.82
1985,Switzerland,76.940002
1986,Switzerland,77.110001
1987,Switzerland,77.410004
1988,Switzerland,77.43
1989,Switzerland,77.620003
1990,Switzerland,77.489998
1991,Switzerland,77.639999
1992,Switzerland,77.93
1993,Switzerland,78.220001
1994,Switzerland,78.449997
1995,Switzerland,78.529999
1996,Switzerland,78.980003
1997,Switzerland,79.25
1998,Switzerland,79.510002
1999,Switzerland,79.779999
2000,Switzerland,79.970001
2001,Switzerland,80.209999
2002,Switzerland,80.400002
2003,Switzerland,80.620003
2004,Switzerland,81.029999
2005,Switzerland,81.279999
2006,Switzerland,81.480003
2007,Switzerland,81.690002
2008,Switzerland,81.919998
2009,Switzerland,82.059998
2010,Switzerland,82.300003
2011,Switzerland,82.540001
2012,Switzerland,82.660004
2013,Switzerland,82.800003
2014,Switzerland,83.089996
2015,Switzerland,83.160004
2016,Switzerland,83.18
1800,United Kingdom,38.649761
1801,United Kingdom,37.350822
1802,United Kingdom,38.615601
1803,United Kingdom,37.316845
1804,United Kingdom,41.436916
1805,United Kingdom,42.317261
1806,United Kingdom,43.216114
1807,United Kingdom,40.04594
1808,United Kingdom,40.347794
1809,United Kingdom,41.742203
1810,United Kingdom,38.347382
1811,United Kingdom,39.887272
1812,United Kingdom,41.826324
1813,United Kingdom,43.038368
1814,United Kingdom,40.241531
1815,United Kingdom,41.131779
1816,United Kingdom,39.938316
1817,United Kingdom,41.040718
1818,United Kingdom,39.847767
1819,United Kingdom,40.51926
1820,United Kingdom,41.312477
1821,United Kingdom,41.780403
1822,United Kingdom,41.349724
1823,United Kingdom,40.048023
1824,United Kingdom,39.192757
1825,United Kingdom,39.939877
1826,United Kingdom,39.830349
1827,United Kingdom,41.138859
1828,United Kingdom,42.032665
1829,United Kingdom,41.558071
1830,United Kingdom,43.018311
1831,United Kingdom,40.843559
1832,United Kingdom,40.163628
1833,United Kingdom,41.349632
1834,United Kingdom,40.783878
1835,United Kingdom,41.104195
1836,United Kingdom,41.427021
1837,United Kingdom,40.203598
1838,United Kingdom,40.301132
1839,United Kingdom,40.879307
1840,United Kingdom,39.927151
1841,United Kingdom,41.700001
1842,United Kingdom,41.349998
1843,United Kingdom,41.860001
1844,United Kingdom,41.549999
1845,United Kingdom,42.560001
1846,United Kingdom,39.959999
1847,United Kingdom,38.330002
1848,United Kingdom,39.5
1849,United Kingdom,37.380001
1850,United Kingdom,42.799999
1851,United Kingdom,41.419998
1852,United Kingdom,40.93
1853,United Kingdom,40.560001
1854,United Kingdom,39.34
1855,United Kingdom,41.029999
1856,United Kingdom,43.25
1857,United Kingdom,41.880001
1858,United Kingdom,40.040001
1859,United Kingdom,40.84
1860,United Kingdom,43.009998
1861,United Kingdom,42.380001
1862,United Kingdom,42.52
1863,United Kingdom,40.400002
1864,United Kingdom,39.970001
1865,United Kingdom,40.650002
1866,United Kingdom,40.41
1867,United Kingdom,42.619999
1868,United Kingdom,42
1869,United Kingdom,41.669998
1870,United Kingdom,40.950001
1871,United Kingdom,41.310001
1872,United Kingdom,42.900002
1873,United Kingdom,43.779999
1874,United Kingdom,42.130001
1875,United Kingdom,41.849998
1876,United Kingdom,43.689999
1877,United Kingdom,44.700001
1878,United Kingdom,43.009998
1879,United Kingdom,44.27
1880,United Kingdom,43.779999
1881,United Kingdom,46.110001
1882,United Kingdom,44.869999
1883,United Kingdom,45.09
1884,United Kingdom,44.790001
1885,United Kingdom,45.759998
1886,United Kingdom,45.330002
1887,United Kingdom,45.650002
1888,United Kingdom,46.810001
1889,United Kingdom,46.34
1890,United Kingdom,44.75
1891,United Kingdom,44.290001
1892,United Kingdom,45.509998
1893,United Kingdom,44.869999
1894,United Kingdom,48.34
1895,United Kingdom,45.73
1896,United Kingdom,47.41
1897,United Kingdom,47.23
1898,United Kingdom,46.98
1899,United Kingdom,46.130001
1900,United Kingdom,46.32
1901,United Kingdom,47.91
1902,United Kingdom,49.080002
1903,United Kingdom,50.43
1904,United Kingdom,49.110001
1905,United Kingdom,50.860001
1906,United Kingdom,50.580002
1907,United Kingdom,51.439999
1908,United Kingdom,51.84
1909,United Kingdom,52.52
1910,United Kingdom,53.990002
1911,United Kingdom,51.540001
1912,United Kingdom,54.549999
1913,United Kingdom,53.830002
1914,United Kingdom,51.990002
1915,United Kingdom,48.200001
1916,United Kingdom,47.73
1917,United Kingdom,45.57
1918,United Kingdom,40.43
1919,United Kingdom,54.119999
1920,United Kingdom,56.599998
1921,United Kingdom,58.349998
1922,United Kingdom,57.130001
1923,United Kingdom,59.400002
1924,United Kingdom,58.169998
1925,United Kingdom,58.509998
1926,United Kingdom,59.66
1927,United Kingdom,59.040001
1928,United Kingdom,59.990002
1929,United Kingdom,57.709999
1930,United Kingdom,60.889999
1931,United Kingdom,60.110001
1932,United Kingdom,60.630001
1933,United Kingdom,60.669998
1934,United Kingdom,61.400002
1935,United Kingdom,62.049999
1936,United Kingdom,61.849998
1937,United Kingdom,61.880001
1938,United Kingdom,63.299999
1939,United Kingdom,63.689999
1940,United Kingdom,60.970001
1941,United Kingdom,61.369999
1942,United Kingdom,63.990002
1943,United Kingdom,64.010002
1944,United Kingdom,64.849998
1945,United Kingdom,65.849998
1946,United Kingdom,66.470001
1947,United Kingdom,66.440002
1948,United Kingdom,68.5
1949,United Kingdom,68.190002
1950,United Kingdom,68.699997
1951,United Kingdom,68.300003
1952,United Kingdom,69.599998
1953,United Kingdom,69.870003
1954,United Kingdom,70.239998
1955,United Kingdom,70.209999
1956,United Kingdom,70.480003
1957,United Kingdom,70.599998
1958,United Kingdom,70.779999
1959,United Kingdom,70.879997
1960,United Kingdom,71.099998
1961,United Kingdom,70.849998
1962,United Kingdom,70.919998
1963,United Kingdom,70.830002
1964,United Kingdom,71.620003
1965,United Kingdom,71.610001
1966,United Kingdom,71.529999
1967,United Kingdom,72.160004
1968,United Kingdom,71.790001
1969,United Kingdom,71.75
1970,United Kingdom,72
1971,United Kingdom,72.32
1972,United Kingdom,72.099998
1973,United Kingdom,72.309998
1974,United Kingdom,72.510002
1975,United Kingdom,72.779999
1976,United Kingdom,72.760002
1977,United Kingdom,73.25
1978,United Kingdom,73.18
1979,United Kingdom,73.290001
1980,United Kingdom,73.720001
1981,United Kingdom,74.059998
1982,United Kingdom,74.190002
1983,United Kingdom,74.440002
1984,United Kingdom,74.830002
1985,United Kingdom,74.68
1986,United Kingdom,74.949997
1987,United Kingdom,75.300003
1988,United Kingdom,75.410004
1989,United Kingdom,75.550003
1990,United Kingdom,75.720001
1991,United Kingdom,75.940002
1992,United Kingdom,76.169998
1993,United Kingdom,76.300003
1994,United Kingdom,76.550003
1995,United Kingdom,76.690002
1996,United Kingdom,76.910004
1997,United Kingdom,77.139999
1998,United Kingdom,77.339996
1999,United Kingdom,77.529999
2000,United Kingdom,77.839996
2001,United Kingdom,78.099998
2002,United Kingdom,78.309998
2003,United Kingdom,78.449997
2004,United Kingdom,78.82
2005,United Kingdom,79.099998
2006,United Kingdom,79.379997
2007,United Kingdom,79.639999
2008,United Kingdom,79.879997
2009,United Kingdom,80.169998
2010,United Kingdom,80.389999
2011,United Kingdom,80.580002
2012,United Kingdom,80.68
2013,United Kingdom,80.769997
2014,United Kingdom,80.82
2015,United Kingdom,80.860001
2016,United Kingdom,80.900002
1800,United States,39.41
1801,United States,39.41
1802,United States,39.41
1803,United States,39.41
1804,United States,39.41
1805,United States,39.41
1806,United States,39.41
1807,United States,39.41
1808,United States,39.41
1809,United States,39.41
1810,United States,39.41
1811,United States,39.41
1812,United States,39.41
1813,United States,39.41
1814,United States,39.41
1815,United States,39.41
1816,United States,39.41
1817,United States,39.41
1818,United States,39.41
1819,United States,39.41
1820,United States,39.41
1821,United States,39.41
1822,United States,39.41
1823,United States,39.41
1824,United States,39.41
1825,United States,39.41
1826,United States,39.41
1827,United States,39.41
1828,United States,39.41
1829,United States,39.41
1830,United States,39.41
1831,United States,39.41
1832,United States,39.41
1833,United States,39.41
1834,United States,39.41
1835,United States,39.41
1836,United States,39.41
1837,United States,39.41
1838,United States,39.41
1839,United States,39.41
1840,United States,39.41
1841,United States,39.41
1842,United States,39.41
1843,United States,39.41
1844,United States,39.41
1845,United States,39.41
1846,United States,39.41
1847,United States,39.41
1848,United States,39.41
1849,United States,39.41
1850,United States,39.41
1851,United States,39.41
1852,United States,39.41
1853,United States,39.41
1854,United States,39.41
1855,United States,39.41
1856,United States,39.41
1857,United States,39.41
1858,United States,39.41
1859,United States,39.41
1860,United States,39.41
1861,United States,38
1862,United States,34.5
1863,United States,34
1864,United States,31
1865,United States,38
1866,United States,39.41
1867,United States,39.41
1868,United States,39.41
1869,United States,39.41
1870,United States,39.41
1871,United States,39.41
1872,United States,39.41
1873,United States,39.41
1874,United States,39.41
1875,United States,39.41
1876,United States,39.41
1877,United States,39.41
1878,United States,39.41
1879,United States,39.41
1880,United States,39.41
1881,United States,39.990002
1882,United States,40.57
1883,United States,41.150002
1884,United States,41.73
1885,United States,42.310001
1886,United States,42.889999
1887,United States,43.470001
1888,United States,44.049999
1889,United States,44.630001
1890,United States,45.209999
1891,United States,45.581818
1892,United States,45.953636
1893,United States,46.325455
1894,United States,46.697273
1895,United States,47.069092
1896,United States,47.44091
1897,United States,47.812729
1898,United States,48.184544
1899,United States,48.556362
1900,United States,48.928181
1901,United States,49.299999
1902,United States,50.5
1903,United States,50.599998
1904,United States,49.599998
1905,United States,50.299999
1906,United States,50.099998
1907,United States,50.200001
1908,United States,51.900002
1909,United States,52.799999
1910,United States,51.799999
1911,United States,53.400002
1912,United States,54.099998
1913,United States,53.5
1914,United States,54.599998
1915,United States,55.099998
1916,United States,54.200001
1917,United States,54
1918,United States,47.200001
1919,United States,55.299999
1920,United States,55.400002
1921,United States,58.200001
1922,United States,58.099998
1923,United States,57.5
1924,United States,58.5
1925,United States,58.5
1926,United States,57.900002
1927,United States,59.400002
1928,United States,58.299999
1929,United States,58.5
1930,United States,59.599998
1931,United States,60.299999
1932,United States,61
1933,United States,60.959999
1934,United States,60.290001
1935,United States,60.939999
1936,United States,60.400002
1937,United States,61.099998
1938,United States,62.43
1939,United States,63.119999
1940,United States,63.279999
1941,United States,63.84
1942,United States,64.629997
1943,United States,64.339996
1944,United States,65.129997
1945,United States,65.629997
1946,United States,66.330002
1947,United States,66.730003
1948,United States,67.300003
1949,United States,67.68
1950,United States,68.120003
1951,United States,68.220001
1952,United States,68.440002
1953,United States,68.790001
1954,United States,69.580002
1955,United States,69.629997
1956,United States,69.709999
1957,United States,69.489998
1958,United States,69.760002
1959,United States,69.980003
1960,United States,69.910004
1961,United States,70.32
1962,United States,70.209999
1963,United States,70.040001
1964,United States,70.330002
1965,United States,70.410004
1966,United States,70.43
1967,United States,70.760002
1968,United States,70.419998
1969,United States,70.660004
1970,United States,70.919998
1971,United States,71.239998
1972,United States,71.339996
1973,United States,71.540001
1974,United States,72.080002
1975,United States,72.68
1976,United States,72.989998
1977,United States,73.379997
1978,United States,73.580002
1979,United States,74.029999
1980,United States,73.93
1981,United States,74.360001
1982,United States,74.650002
1983,United States,74.709999
1984,United States,74.809998
1985,United States,74.790001
1986,United States,74.870003
1987,United States,75.010002
1988,United States,75.019997
1989,United States,75.099998
1990,United States,75.449997
1991,United States,75.599998
1992,United States,75.75
1993,United States,75.769997
1994,United States,75.830002
1995,United States,75.959999
1996,United States,76.290001
1997,United States,76.669998
1998,United States,76.800003
1999,United States,76.839996
2000,United States,76.959999
2001,United States,77.040001
2002,United States,77.169998
2003,United States,77.32
2004,United States,77.540001
2005,United States,77.699997
2006,United States,77.949997
2007,United States,78.169998
2008,United States,78.370003
2009,United States,78.599998
2010,United States,78.779999
2011,United States,78.870003
2012,United States,78.940002
2013,United States,78.959999
2014,United States,78.940002
2015,United States,78.870003
2016,United States,78.860001
